#Date,2.Time,4:Temperature_Sensor,7:CO2_Sensor,9:Humidity_Sensor,11:Lighting_Sensor(lux),12:Rain_Propotion([0,1]),14:Wind(in m/s),18:Sun_irradiance(W/m2)
13/03/2012,11:45,17.8275,221.92,42.415,113.52,0,1.42625,758.88
13/03/2012,12:00,18.1207,220.363,42.2453,113.605,0,1.592,762.069
13/03/2012,12:15,18.4367,218.933,42.2267,113.6,0,1.89133,766.251
13/03/2012,12:30,18.7513,217.045,42.0987,113.344,0,1.828,766.037
13/03/2012,12:45,19.0414,216.08,42.0686,113.034,0,2.36071,762.743
13/03/2012,13:00,19.2773,216.011,42.0347,113.6,0,2.06333,752.683
13/03/2012,13:15,19.5367,215.829,41.9947,112.981,0,2.23067,740.949
13/03/2012,13:30,19.7307,215.296,41.9947,111.259,0,1.924,721.109
13/03/2012,13:45,19.9693,214.549,42.1253,83.3547,0,2.51067,699.392
13/03/2012,14:00,20.1407,213.909,42.0427,83.36,0,2.65333,677.675
13/03/2012,14:15,20.3267,213.312,42.1787,83.6107,0,2.82667,648.427
13/03/2012,14:30,20.4713,213.739,42.7067,59.952,0,2.49467,615.68
13/03/2012,14:45,20.9093,222.528,41.5147,52.824,0,2.466,582.869
13/03/2012,15:00,21.4253,219.68,40.956,45.6747,0,2.432,544.533
13/03/2012,15:15,21.8467,219.285,40.6347,40.16,0,1.732,503.744
13/03/2012,15:30,22.1573,217.589,40.8413,32.248,0,1.89133,460.523
13/03/2012,15:45,22.404,215.136,40.8867,23.44,0,1.64267,415.744
13/03/2012,16:00,22.7307,214.24,40.3867,23.44,0,1.59067,368.917
13/03/2012,16:15,22.9373,213.632,39.9227,23.44,0,1.732,320.448
13/03/2012,16:30,23.2,215.029,39.6133,22.244,0,1.59,271.723
13/03/2012,16:45,23.436,217.067,39.084,23.44,0,1.94733,222.443
13/03/2012,17:00,23.668,216.661,38.3013,22.784,0,1.564,173.835
13/03/2012,17:15,23.852,216.672,37.7867,23.5853,0,1.544,101.244
13/03/2012,17:30,24.0213,216.299,37.712,23.2253,0,1.08867,24.6653
13/03/2012,17:45,24.1413,216.768,37.748,23.2427,0,0.844667,15.57
13/03/2012,18:00,24.268,217.088,37.8373,21.4213,0,1.442,5.00933
13/03/2012,18:15,24.38,215.616,38.2173,13.362,0,0.969333,-2.93933
13/03/2012,18:30,24.0707,216.107,39.356,13.1027,0,0.798667,-3.904
13/03/2012,18:45,23.588,215.477,40.1587,13.6067,0,0.228,-3.708
13/03/2012,19:00,23.2867,214.987,40.752,13.0213,0,0.324,-3.64267
13/03/2012,19:15,23.032,215.115,41.2507,13.5413,0,0.716,-3.708
13/03/2012,19:30,22.7747,216,41.616,12.7773,0,0.110667,-3.904
13/03/2012,19:45,22.5533,214.901,42.0027,13.3787,0,0.661333,-3.57733
13/03/2012,20:00,22.352,214.549,42.4373,13.0213,0,0.615333,-3.64267
13/03/2012,20:15,22.1227,213.888,42.6267,13.0213,0,0.458667,-3.64267
13/03/2012,20:30,21.9347,213.675,42.7493,13.2153,0,0.132,-3.64267
13/03/2012,20:45,21.7133,214.123,42.808,13.2653,0,0.119333,-3.512
13/03/2012,21:00,21.5373,214.304,42.8533,12.5813,0,0,-3.38133
13/03/2012,21:15,21.348,215.275,42.856,13.1827,0,0,-3.57733
13/03/2012,21:30,21.148,216.832,42.9227,12.8587,0,0,-3.38133
13/03/2012,21:45,20.9813,217.867,42.9413,12.8587,0,0,-3.44667
13/03/2012,22:00,20.8107,218.891,43.016,12.94,0,0,-3.512
13/03/2012,22:15,20.66,219.68,43.0853,13.1833,0,0,-3.44667
13/03/2012,22:30,20.4753,219.744,43.1307,13.1027,0,0,-3.44667
13/03/2012,22:45,20.3147,219.627,43.1813,13.184,0,0,-3.38133
13/03/2012,23:00,20.164,219.797,43.24,12.94,0,0,-3.512
13/03/2012,23:15,19.9967,221.461,43.2427,14.4027,0,0,-3.44667
13/03/2012,23:30,19.846,221.931,43.248,13.428,0,0,-3.316
13/03/2012,23:45,19.6773,223.499,43.2293,13.184,0,0,-3.18533
14/03/2012,0:00,19.526,223.381,43.1573,13.0207,0,0,-3.25067
14/03/2012,0:15,19.3733,223.637,43.16,13.5413,0,0,-3.316
14/03/2012,0:30,19.2087,225.131,43.152,13.1027,0,0,-3.44667
14/03/2012,0:45,19.0527,227.509,43.1573,13.2653,0,0,-3.44667
14/03/2012,1:00,18.8973,226.208,43.24,12.4353,0,0,-3.18533
14/03/2012,1:15,18.734,226.091,43.2613,13.6387,0,0,-3.18533
14/03/2012,1:30,18.5833,225.301,43.2187,13.2,0,0,-3.18533
14/03/2012,1:45,18.4167,225.237,43.1653,13.428,0,0,-3.38133
14/03/2012,2:00,18.2727,226.56,43.16,13.1993,0,0,-3.316
14/03/2012,2:15,18.0973,227.211,43.16,13.5093,0,0,-3.12
14/03/2012,2:30,17.9533,225.6,43.16,13.184,0,0,-3.316
14/03/2012,2:45,17.8173,225.355,43.176,13.8013,0,0,-3.12
14/03/2012,3:00,17.654,222.795,43.1653,13.428,0,0,-3.18533
14/03/2012,3:15,17.5153,220.747,43.104,13.3467,0,0.168,-3.18533
14/03/2012,3:30,17.3267,216.928,42.872,13.3467,0,0.508,-3.10733
14/03/2012,3:45,17.1553,217.216,42.8507,13.2653,0,0.0413333,-3.25067
14/03/2012,4:00,17.0253,215.957,42.8933,13.428,0,0,-3.12
14/03/2012,4:15,16.894,215.392,42.856,13.428,0,0.230667,-3.18533
14/03/2012,4:30,16.7433,213.781,42.752,13.1027,0,0.663333,-3.17267
14/03/2012,4:45,16.608,213.419,42.648,12.7607,0,1.298,-3.25067
14/03/2012,5:00,16.4307,212.672,42.672,13.2653,0,0.706,-3.25067
14/03/2012,5:15,16.2933,212.992,42.776,13.428,0,0,-3.12
14/03/2012,5:30,16.174,213.856,42.8667,13.3467,0,0,-3.12
14/03/2012,5:45,16.036,214.005,42.9387,13.3467,0,0,-3.18533
14/03/2012,6:00,15.9227,214.229,42.9787,13.672,0,0,-3.18533
14/03/2012,6:15,15.8607,214.197,43.016,13.8507,0,0,-2.19667
14/03/2012,6:30,15.74,214.496,43.0747,19.6253,0,0,6.454
14/03/2012,6:45,15.6427,217.077,43.0853,23.44,0,0,32.7267
14/03/2012,7:00,15.5307,219.68,43.0507,23.44,0,0,72.7547
14/03/2012,7:15,15.4753,218.187,42.904,23.5507,0,0.127333,116.608
14/03/2012,7:30,15.3773,217.739,42.84,23.44,0,0,164.304
14/03/2012,7:45,15.6793,216.928,42.064,26.528,0,0,214.869
14/03/2012,8:00,16.2273,218.464,41.116,38.3507,0,0,264.331
14/03/2012,8:15,16.6473,218.475,40.5907,49.1547,0,0,313.227
14/03/2012,8:30,17.0253,219.392,40.2613,65.44,0,0,361.685
14/03/2012,8:45,17.3987,219.531,39.98,83.0133,0,0,406.677
14/03/2012,9:00,17.7927,220.523,39.62,107.493,0,0,449.92
14/03/2012,9:15,18.2633,220.779,39.2147,112.56,0,0.192,495.829
14/03/2012,9:30,18.712,233.909,38.5987,128.923,0,0.174,533.163
14/03/2012,9:45,19.2667,230.624,37.8773,140.64,0,0.440667,574.272
14/03/2012,10:00,19.8067,228.32,37.096,142.944,0,0.764667,612.971
14/03/2012,10:15,20.3413,228.448,36.3373,143.2,0,0.392,641.6
14/03/2012,10:30,20.8453,262.859,36.7587,128.155,0,0.909333,667.733
14/03/2012,10:45,21.452,396.096,39.972,113.429,0,1.20267,692.011
14/03/2012,11:00,21.788,436.309,40.688,114.24,0,1.49733,718.251
14/03/2012,11:15,21.836,448.469,41.2693,112.64,0,1.868,741.12
14/03/2012,11:30,21.6173,301.28,39.4267,142.56,0,1.93467,754.987
14/03/2012,11:45,21.424,265.952,40.624,141.68,0,2.028,763.52
14/03/2012,12:00,21.6,310.432,41.4853,139.797,0,1.992,771.627
14/03/2012,12:15,21.8587,384.448,41.824,123.637,0,2.25667,776.619
14/03/2012,12:30,22.0573,472.277,42.1573,116.672,0,1.81,775.253
14/03/2012,12:45,22.1907,475.051,42.6587,112.496,0,2.034,771.456
14/03/2012,13:00,22.34,472.363,43.472,112.496,0,1.952,762.795
14/03/2012,13:15,22.4707,438.592,43.312,112.411,0,1.90133,749.952
14/03/2012,13:30,22.62,445.824,43.472,112.581,0,2.008,731.392
14/03/2012,13:45,22.624,421.611,43.6587,94.976,0,2.08933,712.491
14/03/2012,14:00,22.692,356.352,43.6027,82.88,0,1.63933,686.507
14/03/2012,14:15,22.7347,306.848,43.3333,82.8,0,1.872,657.472
14/03/2012,14:30,22.78,297.813,43.2533,62.1467,0,1.82067,627.84
14/03/2012,14:45,22.816,276.523,43.1067,52.5893,0,1.96067,594.283
14/03/2012,15:00,22.8213,260.256,43.0213,45.0453,0,1.782,558.443
14/03/2012,15:15,22.808,248.853,42.8987,39.6987,0,2.03067,518.827
